NAME,ALIAS,CREATION_DATE,ADDRESS,TYPE,WARD,SECTION,COMPOUND,OWNER,MANAGER,WEBSITE,FA_NUMBER,FA_TAG,DDM,DDM_TYPE,DDM_NAME,DDM_TEXT,DDM_PHOTO,CDBG,LWCF,WATER,MOWING,CORE_SERVICES,CartegraphID,ActBefore,City,ConditionGroup,County,CriticalityFactor,CurrentInspectionID,EstimatedCCI,EstimatedCCR,EstimatedOCI,EstimatedOCR,Installed,Jurisdiction,LocationDescription,Notes,PredictionGroup,Replaced,Retired,StateValue,Street,TotalCost,Acreage,Acreage_unit,ADACompliant,AddressNumber,Name1,OperationalDays,OperationalHours,Type1,CurrentInspectionDate,CurrentInspectionOCI,CurrentInspectionOCR,CurrentInspectionNotes,cgShape_Length,cgShape_Area,created_user,created_date,last_edited_user,last_edited_date,ZIP,ImpactFee,Account,Spraying,Trees,GlobalID,OBJECTID,Shape__Area,Shape__Length
El Pueblo Park,,1974,101 W Irvington Rd,Community Park,5,1,Mission Manor,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/El-Pueblo-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,El Pueblo Park,1/1/2033 12:00:00 AM,Tucson,Park Sample,,1,,49.97,Average,49.4,Average,1/1/1974 12:00:00 AM,,,,Park Sample,,,,W Irvington Rd,158602.57,32.21,,0,101,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85706,B,6343,,,6d3981aa-caf0-4d47-aa5b-4522a5ad04ef,1,1402992.72052002,5273.70147652403
Epes Randolph Plaza,,,Camino Campestre and Randolph Wy,Maintenance Responsibility,6,2,Reid,COT Transportation and Mobility ROW,COT Parks and Recreation,,,,1,Park Name,Epes Randolph,,,0,,,None,0,Epes Randolph Plaza,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,Camino Campestre and Randolph Wy,1747.7,0.65,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85716,A,6383,,,6c6dbfad-2dbe-4f73-9b99-d17bbad3f842,2,28268.6594848633,653.862593524455
Randolph Way,,,S Randolph Way,Maintenance Responsibility,6,2,Reid,COT Transportation and Mobility ROW,COT Parks and Recreation,,,,,,,,,0,,,Contractor All Inclusive,3,Randolph Way,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,S Randolph Wy,5932.61,0.7,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85716,A,6383,,,252a9877-23f0-4a74-9ae0-0c78e355f4fa,3,30677.5461730957,2745.51546168062
Randolph Park,,1925,200 S Alvernon Wy,Regional Park,6,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Randolph-Park,,,,,,,,0,1,Potable and Reclaimed,Contractor All Inclusive,3,Randolph Park,1/1/1984 12:00:00 AM,Tucson,Park Sample,,,,63.46,Good,0.5,Failed,1/1/1925 12:00:00 AM,,,,Park Sample,,,,S Alvernon Wy,189010.15,293.36,,0,200,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85716,A,6383,,,3bab4650-1b3e-44ab-941b-8cb0f10b614c,4,12778821.0955505,18834.2299034533
Juhan Park,,1991,1770 W Copper St,Community Park,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Juhan-Park,,,,,,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Juhan Park,1/1/2050 12:00:00 AM,Tucson,Park Sample,,1,,50.77,Average,66.5,Good,1/1/1991 12:00:00 AM,,,,Park Sample,,,,W Copper St,76167.93,15.43,,0,1770,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,A,6342,,,7b21be62-fa09-4dd6-a697-f4ca0961fc72,5,672284.666168213,3931.27571311201
Mansfield Park,,1950,2000 N 4th Av,Community Park,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Mansfield-Park,,,,,,,,0,1,Potable,Contractor Mow Only,7,Mansfield Park,1/1/2009 12:00:00 AM,Tucson,Park Sample,,1,,54.88,Average,25.4,Fair,1/1/1950 12:00:00 AM,,,,Park Sample,,,,N 4th Av,181338.18,20.75,,0,2000,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,A,6342,,,ff8ca5ff-63b6-4244-bb57-37e8d582fdcb,6,903961.594146729,3773.52364985319
Palo Verde Park,,1960,425 S Mann Av,Community Park,2,3,Jesse Owens,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Palo-Verde-Park,,,,,,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Palo Verde Park,1/1/2019 12:00:00 AM,Tucson,Park Sample,,1,,66.13,Good,35.4,Fair,1/1/1960 12:00:00 AM,,,,Park Sample,,,,S Mann Av,247986.87,27.64,,0,425,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85710,C,6383,,,3b227cfc-886d-441b-a316-c5ea8e415584,7,1204069.61727905,6470.30745444408
Purple Heart Park,Rita Ranch District Park,1989,9800 E Rita Rd,Community Park,4,3,Lincoln,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Purple-Heart-Park,,,,,,,,0,,Potable,Contractor Mow Only,7,Purple Heart Park,1/1/2048 12:00:00 AM,Tucson,Park Sample,,1,,68.78,Good,64.4,Good,1/1/1989 12:00:00 AM,,,,Park Sample,,,,E Rita Rd,260547.46,37.17,,0,9800,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85747,C,6383,,,661a4f39-b47d-4cd5-98bb-5dff8755202e,8,1619002.78616333,5596.16278402382
Santa Cruz Park,,1978,1406 N Riverview Bl,Community Park,1,1,Kennedy,Arizona School for the Deaf and the Blind,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Santa-Cruz-Park,,,,,,,,0,,Potable and Reclaimed,Contractor All Inclusive,3,Santa Cruz Park,1/1/2037 12:00:00 AM,Tucson,Park Sample,,1,,73.43,Good,53.5,Average,1/1/1978 12:00:00 AM,,,,Park Sample,,,,N Riverview Bl,31183.03,15.95,,0,1406,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,2afe72e1-00c8-4a04-a9cf-c1272355f9c3,9,694801.866424561,5183.23630676348
Santa Rita Park,,1962,401 E 22nd St,Community Park,5,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Santa-Rita-Park,,,,,,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Santa Rita Park,1/1/2021 12:00:00 AM,Tucson,Park Sample,,1,,58.64,Average,37.4,Fair,1/1/1962 12:00:00 AM,,,,Park Sample,,,,E 22nd St,383056.94,22.6,,0,401,,Daily,7 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,B,6324,,,5c2c4d5e-68ee-4ad7-b445-6a417ae27a3b,10,984435.628479004,4459.87054689784
Mission Manor Park,,1966,6100 S 12th Av,Community Park,1,1,Mission Manor,COT Parks and Recreation and Tucson Water,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Mission-Manor-Park,,,,,,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Mission Manor Park,1/1/2025 12:00:00 AM,Tucson,Park Sample,,1,,64.04,Good,41.4,Average,1/1/1966 12:00:00 AM,,,,Park Sample,,,,S 12th Av,337340.33,38.22,,0,5900,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85706,B,6343,,,7005fa24-8676-42ab-b491-f46cd04be629,11,1664645.70797729,5134.53739759278
Rio Vista Natural Resource Park,North Central District Park,1987,3974 N Tucson Bl,Community Park,3,3,Fort Lowell,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Rio-Vista-Natural-Resource-Park,,,,,,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Rio Vista Natural Resource Park,1/1/2046 12:00:00 AM,Tucson,Park Sample,,1,,68.12,Good,62.4,Good,1/1/1987 12:00:00 AM,,,,Park Sample,,,,3974 N Tucson Bl,102880.4,35.59,,0,3974,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85716,A,6383,,,2762282c-2a89-4ef8-8274-4b080acb170b,12,1550203.40646362,6816.37212796844
Silverbell Golf Course,,1979,3600 N Silverbell Rd,Golf Course,3,1,Jacobs,COT Parks and Recreation,Tucson City Golf,http://www.tucsoncitygolf.com/silverbell/,,,,,,,,0,,Potable and Reclaimed,OB Sports,0,Silverbell Golf Course,1/1/2038 12:00:00 AM,Tucson,Park Sample,,1,,54.45,Average,54.5,Average,1/1/1979 12:00:00 AM,,,,Park Sample,,,,N Silverbell Rd,78.3,187.75,,0,3600,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,A,--,,,8db12a1d-8455-459d-adf3-573cc9841993,13,8178340.92514038,14483.035772378
Airport Wash Greenway,,2017,S Liberty Av and S 6th Av,Greenway,5,1,Mission Manor,COT Transportation and Mobility,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Greenways/Airport-Wash-Greenway,,,,,,,,0,,Potable,None,1,Airport Wash Greenway,1/1/2076 12:00:00 AM,Tucson,Park Sample,,1,,92.45,Excellent,92.5,Excellent,1/1/2017 12:00:00 AM,,Along the Airport Wash between S Liberty Av and S 6th Av.  Adjacent to (north of) Manuel Herrera Jr. Park.,,Park Sample,,,,S Liberty Av,5552.99,1.26,,0,,,Daily,Sunrise-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85706,B,6343,,,22104daa-b394-4514-b902-2a04665cdee4,14,54991.044921875,4300.12654983234
Rodeo Wash Greenway II,,1977,621 W Columbia St,Greenway,1,1,Mission Manor,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Greenways/Rodeo-Wash-Greenway,,,,,,,,0,,Potable,Contractor All Inclusive,1,Rodeo Wash Greenway II,1/1/2036 12:00:00 AM,Tucson,Park Sample,,1,,49.4,Average,52.4,Average,1/1/1977 12:00:00 AM,,,,Park Sample,,,,W Columbia St,20318.71,7.22,,0,621,,Daily,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85714,B,6383,,,354c2e7c-fc68-4595-bafc-5eaef2d4c2b5,15,314636.193481445,3409.33287896625
Rodeo Wash Greenway I,,1977,201 W Michigan Dr,Greenway,1,1,Mission Manor,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Greenways/Rodeo-Wash-Greenway,,,,,,,,0,,Potable,Contractor All Inclusive,1,Rodeo Wash Greenway I,1/1/2036 12:00:00 AM,Tucson,Park Sample,,1,,26.22,Fair,52.5,Average,1/1/1977 12:00:00 AM,,,,Park Sample,,,,W Michigan Dr,14014.93,3.12,,0,201,,Daily,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85714,B,6343,,,2465674f-8c8d-4dce-aff8-89e09e76afac,16,136111.127441406,2264.72030964671
Robb Wash Greenway,,2009,1310 N Sarnoff Dr,Greenway,2,3,Jesse Owens,COT Parks and Recreation and Transportation and Mobility,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Greenways/Robb-Wash-Greenway,,,,,,,,0,,Potable,None,0,Robb Wash Greenway,1/1/2068 12:00:00 AM,Tucson,Park Sample,,1,,84.45,Excellent,84.5,Excellent,1/1/2009 12:00:00 AM,,,,Park Sample,,,,N Sarnoff Dr,964.1,0.55,,0,1310,,Daily,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85715,C,6383,,,e33849ad-2637-4b79-ae3b-1521077ff5d4,17,24142.2659606934,1193.96200835921
El Paso and Southwestern Greenway South,,2020,W 18th St to W 25th St,Greenway,1,2,Santa Rita,COT Transportation and Mobility,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Greenways/El-Paso-and-Southwestern-Greenway,,,,,,,,0,,Potable,Contractor All Inclusive,1,El Paso and Southwestern Greenway South,1/1/2079 12:00:00 AM,Tucson,Park Sample,,1,,95.45,Excellent,95.5,Excellent,1/1/2020 12:00:00 AM,,,,Park Sample,,,,,12946.18,5.59,,0,,,Daily,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,B,6324,,,439235ea-7efd-453c-b3c5-9fa1617d519c,18,243528.094909668,6420.89320176526
El Paso and Southwestern Greenway North,,2005,N Freeway at Hotel Tucson,Greenway,1,2,Santa Rita,COT General Fund,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Greenways/El-Paso-and-Southwestern-Greenway,,,,,,,,0,,Potable,Contractor All Inclusive,1,El Paso and Southwestern Greenway North,1/1/2064 12:00:00 AM,Tucson,Park Sample,,1,,80.45,Good,80.5,Good,1/1/2005 12:00:00 AM,,,,Park Sample,,,,,3950.06,0.83,,0,,,Daily,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,B,6324,,,96d07219-759e-4e0f-8ecb-a85d38fcb97c,19,36153.9270935059,1583.50686282272
Arroyo Chico Greenway: Sabbar Shrine Segment,,,410 S Tucson Bl,Greenway,6,2,Reid,Sabbar Temple Corporation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Greenways/Arroyo-Chico-Greenway,,,,,,,,0,,Potable,None,1,Arroyo Chico Greenway: Sabbar Shrine Segment,,Tucson,Park Sample,,1,,,,,,,,Arroyo Chico wash between Tucson Bl. and 15th St.,,Park Sample,,,,S Tucson Bl,2081.72,0.47,,0,410,,Daily,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85719,A,6324,,,d3e80163-fd05-46bb-affc-a894ec79fa86,20,20367.0904541016,1906.12822696332
Atterbury Wash Greenway,,,E Stella Rd,Greenway,4,3,Lincoln,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Greenways/Atterbury-Wash-Greenway,,,,,,,,0,,Potable,None,1,Atterbury Wash Greenway,,Tucson,Park Sample,,1,,,,,,,,East side of Atterbury Wash south of Chuck Ford Lakeside Park and Stella Rd.,,Park Sample,,,,E Stella Rd,7920.66,0.46,,0,,,Daily,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85730,C,6383,,,e79d530e-d90a-496e-a6a8-f7f0802b7f10,21,19991.141784668,1652.16446064116
Children's Museum Tucson,,1874,200 S 6th Av,Maintenance Responsibility,6,2,Santa Rita,COT General Fund Childrens Museum,Tucson Children's Museum Inc.,http://www.childrensmuseumtucson.org/,,,,,,,,0,,Potable and Reclaimed,Contractor Mow Only,3,Children's Museum Tucson,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,S 6th Av,42850.01,1.2,,0,200,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,A,6324,,,8baffcd0-9011-4af7-9e73-25cae3db0584,22,52222.7337341309,1703.05893504439
Evergreen Cemetery Veterans Plots,,,3015 N Oracle Rd,Maintenance Responsibility,3,1,Jacobs,COT Transportation and Mobility ROW,Evergreen Cemetary,,,,,,,,,0,,,Evergreen Cemetery,0,Evergreen Cemetery Veterans Plots,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,N Oracle Rd,472.69,2.8,,0,3015,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,A,6342,,,b8122bdd-dcb6-4d4a-8573-bf975dd02c01,23,122097.801300049,2366.76121235499
Gateway Park,,,1 N Freeway,Maintenance Responsibility,1,2,Santa Rita,State of Arizona,COT Transportation and Mobility,,,,,,,,,0,,,Contractor All Inclusive,1,Gateway Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,N Freeway,10132.83,2.69,,0,1,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6324,,,dfb88788-7e27-445d-9f09-ecedae628369,24,117098.569396973,1704.01355329005
Mel Mamaphinas Tree,,,Congress St at Bonita Av,Maintenance Responsibility,1,2,Santa Rita,COT Transportation and Mobility,COT Transportation and Mobility ROW,,,,,,,,,0,,,None,0,Mel Mamaphinas Tree,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,Congress St at Bonita Av,414.47,0.01,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6324,,,24d2f2cd-c3ed-402f-872b-e2b340efc7ac,25,385.919525146484,97.0697994755623
Performing Arts Center Cursillo,,,408 S 6th Av,Maintenance Responsibility,6,2,Santa Rita,COT General Fund TLDC,COT Parks and Recreation,,,,,,,,,0,,,None,0,Performing Arts Center Cursillo,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,S 6th Av,1720.31,0.32,,0,408,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,A,6324,,,446e6af9-fa6c-48d3-984e-83ecbc413a8b,26,13792.5904541016,558.605883325482
Bonita Avenue Trees,,,Bonita Av,Maintenance Responsibility,1,2,Santa Rita,COT Transportation and Mobility ROW,COT Parks and Recreation,,,,,,,,,0,,,None,0,Bonita Avenue Trees,,Tucson,Park Sample,,1,,,,,,,,Bonita Ave. north of Congress St.,,Park Sample,,,,N Bonita Av,1187.42,0.03,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6324,,,be0d6c17-9aa1-4c92-b5a6-6a961099896e,27,1393.94149780273,213.188480200561
Ott Family YMCA,,,401 S Prudence Rd,Maintenance Responsibility,2,3,Jesse Owens,Young Men's Christian Association of Tucson Arizona,COT Parks and Recreation,,,,,,,,,0,,,None,0,Ott Family YMCA,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,S Prudence Rd,8688.94,0.97,,0,401,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85710,C,6383,,,7e699511-4901-4be3-b72a-604b7d189d67,28,42333.5709228516,1605.0606042199
Davis-Monthan AFB,,,Davis-Monthan AFB Heritage Park and Quijota Blvd,Maintenance Responsibility,4,2,Freedom,United States of America,Davis-Monthan AFB,,,,,,,,,0,,,Contractor All Inclusive,0,Davis-Monthan AFB,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,Davis-Monthan AFB Heritage Park and Quijota Bl,33516.66,80.09,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85708,C,6383,,,950d19a5-4c33-4f49-9bac-30e33a61cd3a,29,3488845.62652588,35012.8600764777
Presidio San Agustin del Tucson,,2006,133 W Washington St,Maintenance Responsibility,1,2,Santa Rita,COT Parks and Recreation,The Tucson Presidio Trust for Historic Preservation,,,,,,,,,0,,,None,1,Presidio San Agustin del Tucson,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,W Washington St,6027.07,0.2,,0,133,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,B,6324,,,2f09898e-6b9a-45c2-ad7f-a5b8469bd330,30,8788.19314575195,992.693873551159
Atterbury Wash Greenway Undeveloped,,,E Stella Rd,Maintenance Responsibility,4,3,Lincoln,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Atterbury Wash Greenway Undeveloped,,Tucson,Park Sample,,1,,,,,,,,West side of Atterbury Wash south of Chuck Ford Lakeside Park and Stella Rd.,,Park Sample,,,,E Stella Rd,461.22,0.76,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85730,C,6383,,,479e2b37-c6ca-499b-b5ae-dd879b537cc2,31,33292.9554138184,1593.0614911515
Sunset Villa Playground,,,628 W 40th St,Maintenance Responsibility,1,1,Kennedy,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,1,Sunset Villa Playground,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,W 40th St,9046.37,0.07,,0,628,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6343,,,d3472996-6dac-4f0c-8c08-f03f536d1dae,32,3077.39196777344,209.783140259474
Vista del Rio Playground,,,E Bronze Pl,Maintenance Responsibility,PC,3,Fort Lowell,Pima County Regional Flood Control District,COT Parks and Recreation,,,,,,,,,0,,,None,1,Vista del Rio Playground,,PIMA COUNTY,Park Sample,,1,,,,,,,,,,Park Sample,,,,E Bronze Pl,6615.96,0.06,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85715,--,6383,,,7ef5f6d8-7900-4542-a7b5-bff14601f950,33,2787.85284423828,338.278194814738
Ward 1 Council Office,,,940 W Alameda St,Maintenance Responsibility,1,2,Santa Rita,COT General Fund Ward 1,Watershed Management Group,,,,,,,,,0,,,Watershed Management Group,0,Ward 1 Council Office,,Tucson,Park Sample,,1,,,,,,,,,STOP!  This property is maintained by Watershed Management Group.  Supervisor: please contact WMG for any maintenance required.,Park Sample,,,,W Alameda St,1898.32,0.37,,0,940,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,08b2e5f4-48b1-4e51-85fa-f9dbe5bfcbe0,34,15993.8544006348,524.06307197624
Ward 5 Council Office,,,4300 S Park Av,Maintenance Responsibility,5,1,Mission Manor,COT Police and Operations,COT Parks and Recreation,,,,,,,,,0,,,Contractor All Inclusive,0,Ward 5 Council Office,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,S Park Av,3130.72,1.72,,0,4300,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85714,B,6343,,,10468ef7-390b-4008-9e4f-0256fe60b3fe,35,74745.8662719727,1120.66396472302
Ward 2 Council Office,,,7575 E Speedway Bl,Maintenance Responsibility,2,3,Jesse Owens,COT General Fund,Watershed Management Group,,,,,,,,,0,,,None,0,Ward 2 Council Office,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,E Speedway Bl,3030.58,0.7,,0,7575,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85715,C,6383,,,d8405bef-7e2a-4cf2-822c-27e7177896d9,36,30320.349822998,718.377358765719
Ward 3 Council Office,,,1510 E Grand Rd,Maintenance Responsibility,3,1,Jacobs,COT General Fund Ward 3,Watershed Management Group,,,,,,,,,0,,,Watershed Management Group,0,Ward 3 Council Office,,Tucson,Park Sample,,1,,,,,,,,,STOP!  This property is maintained by Watershed Management Group.  Supervisor: please contact WMG for any maintenance required.,Park Sample,,,,E Grant Rd,1013.94,0.42,,0,1510,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85719,A,6324,,,31894490-7531-40ba-9cca-c48796f7fe49,37,18395.7460632324,534.025871252979
Ward 6 Council Office,,,3202 E 1st St,Maintenance Responsibility,6,2,Reid,COT General Fund Ward 6,Watershed Management Group,,,,,,,,,0,,,Watershed Management Group,0,Ward 6 Council Office,,Tucson,Park Sample,,1,,,,,,,,,STOP!  This property is maintained by Watershed Management Group.  Supervisor: please contact WMG for any maintenance required.,Park Sample,,,,E 1st St,2267.16,0.51,,0,3202,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85716,A,6383,,,68357e47-fe1d-4773-83a6-e8819f172e81,38,22136.3743286133,605.075335207405
Tucson House Community Garden,,,1375 N 13th Av,Maintenance Responsibility,3,1,Jacobs,COT Housing and Community Development,COT Parks and Recreation,,,,,,,,,0,,,None,0,Tucson House Community Garden,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,N 13th Av,481.25,0.64,,0,1375,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,A,6342,,,ca56f2fa-b8c7-4a2e-8560-417781b2d2b3,39,27824.7487487793,682.999177068325
Verde Meadows Compound,,,1360 E Irvington Rd,Maintenance Responsibility,5,1,Mission Manor,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Verde Meadows Compound,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,E Irvington Rd,1860.64,0.4,,0,1360,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85714,B,6343,,,8f6c98a3-8e70-4730-8d77-dd11115488fd,40,17503.5538635254,561.12024054759
Santa Cruz River Park Downtown,,,East bank between W Congress St and W Cushing St,Maintenance Responsibility,1,2,Santa Rita,COT General Fund,COT Parks and Recreation,,,,,,,,,0,,Potable and Reclaimed,None,0,Santa Cruz River Park Downtown,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,East bank between W Congress St and W Cushing St,341.07,1.83,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6324,,,25867800-3b36-42df-92f1-759c7b9931ef,41,79683.0109558105,2725.44095061826
