NAME,ALIAS,CREATION_DATE,ADDRESS,TYPE,WARD,SECTION,COMPOUND,OWNER,MANAGER,WEBSITE,FA_NUMBER,FA_TAG,DDM,DDM_TYPE,DDM_NAME,DDM_TEXT,DDM_PHOTO,CDBG,LWCF,WATER,MOWING,CORE_SERVICES,CartegraphID,ActBefore,City,ConditionGroup,County,CriticalityFactor,CurrentInspectionID,EstimatedCCI,EstimatedCCR,EstimatedOCI,EstimatedOCR,Installed,Jurisdiction,LocationDescription,Notes,PredictionGroup,Replaced,Retired,StateValue,Street,TotalCost,Acreage,Acreage_unit,ADACompliant,AddressNumber,Name1,OperationalDays,OperationalHours,Type1,CurrentInspectionDate,CurrentInspectionOCI,CurrentInspectionOCR,CurrentInspectionNotes,cgShape_Length,cgShape_Area,created_user,created_date,last_edited_user,last_edited_date,ZIP,ImpactFee,Account,Spraying,Trees,GlobalID,OBJECTID,Shape__Area,Shape__Length
Mitchell Park,,1955,1100 E Mitchell St,Neighborhood Park,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Mitchell-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Mitchell Park,1/1/2014 12:00:00 AM,Tucson,Park Sample,,1,,65.31,Good,30.5,Fair,1/1/1955 12:00:00 AM,,,,Park Sample,,,,E Mitchell St,23197.41,1.58,,0,1100,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85719,A,6324,,,c4b79d6b-4598-43ce-856d-5626e00bf019,111,68976.6566772461,1567.34132898291
Ormsby Park,,1971,897 W 24th St,Neighborhood Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Ormsby-Park,,,,,,,,0,1,Potable,Contractor Mow Only,7,Ormsby Park,1/1/2030 12:00:00 AM,Tucson,Park Sample,,1,,49.93,Average,46.4,Average,1/1/1971 12:00:00 AM,,,,Park Sample,,,,W 24th St,51664.78,4.58,,0,897,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6342,,,af3ed844-ff2a-4b9c-894e-5bd54788a943,112,199292.347808838,1925.04574583342
Parkview Park,,1954,1521 S Chrysler Av,Neighborhood Park,5,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Parkview-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Parkview Park,1/1/2013 12:00:00 AM,Tucson,Park Sample,,1,,56.54,Average,29.4,Fair,1/1/1954 12:00:00 AM,,,,Park Sample,,,,S Chrysler Av,24577.96,3.5,,0,1521,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6383,,,643ad19c-94ac-4967-bf82-ed2acf73d578,113,152337.726623535,1673.85119648954
Pinecrest Park,,1955,4870 E Fairmount St,Neighborhood Park,6,3,Fort Lowell,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Pinecrest-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Pinecrest Park,1/1/2014 12:00:00 AM,Tucson,Park Sample,,1,,63.54,Good,30.4,Fair,1/1/1955 12:00:00 AM,,,,Park Sample,,,,E Fairmount St,33611.92,1.6,,0,4870,,Daily,6 a.m.-8 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85712,A,6383,,,0e3887b3-cc4a-4586-a170-9d48218e3c45,114,69903.1959533691,1033.19331134257
Pueblo Gardens Park,,1953,2505 E 36th St,Neighborhood Park,5,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Pueblo-Gardens-Park,,,,,,,,0,1,Potable,Contractor Mow Only,7,Pueblo Gardens Park,1/1/2012 12:00:00 AM,Tucson,Park Sample,,1,,46.53,Average,28.4,Fair,1/1/1953 12:00:00 AM,,,,Park Sample,,,,E 36th St,72971.01,5.92,,0,2505,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6343,,,5f5b8967-7e45-493f-9877-bb9bead7ab75,115,258076.664855957,2110.7512188236
Rolling Hills Park,,1962,8820 E 29th St,Neighborhood Park,4,3,Jesse Owens,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Rolling-Hills-Park,,,,,,,,0,,Potable and Reclaimed,Contractor All Inclusive,1,Rolling Hills Park,1/1/2021 12:00:00 AM,Tucson,Park Sample,,1,,70.44,Good,37.5,Fair,1/1/1962 12:00:00 AM,,,,Park Sample,,,,E 29th St,56642.88,4.33,,0,8820,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85710,C,6383,,,863e0874-f88c-4597-b602-45c9d8c66745,116,188490.559936523,1715.94623034093
North Sixth Avenue Dog Park,,2000,2055 N 6th Av,Neighborhood Park,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/North-Sixth-Avenue-Dog-Park,,,,,,,,0,,Potable,Staff Mow,3,North Sixth Avenue Dog Park,1/1/2059 12:00:00 AM,Tucson,Park Sample,,,,85,Excellent,75.5,Good,1/1/2000 12:00:00 AM,,,,Park Sample,,,,N 6th Av,60479.97,1.26,,0,2055,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,A,6342,,,f803cc94-747a-494f-929d-ce370c3c1241,117,54800.3707580566,1001.34325897626
Merle J. Toumey Park,Linden #1 Park,1952,4500 E Eastland St,Neighborhood Park,6,2,Freedom,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Merle-J-Toumey-Park,,,1,Park Name,Merle J. Toumey,,,0,,Potable,Contractor All Inclusive,1,Merle J. Toumey Park,1/1/2011 12:00:00 AM,Tucson,Park Sample,,1,,51.06,Average,27.4,Fair,1/1/1952 12:00:00 AM,,,,Park Sample,,,,E Eastland St,39150.57,6.64,,0,4500,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,fd292858-98ae-4253-9652-99086ec11853,118,289056.486083984,2664.61442761854
Hoffman Park,,1955,4875 E Cecelia St,Neighborhood Park,6,2,Freedom,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Hoffman-Park,,,,,,,,0,,Potable,Contractor Mow Only,7,Hoffman Park,1/1/2014 12:00:00 AM,Tucson,Park Sample,,1,,32.43,Fair,30.4,Fair,1/1/1955 12:00:00 AM,,,,Park Sample,,,,E Cecelia St,83887.59,3.77,,0,4875,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,3bcc85c5-eb98-41d5-81c3-b5f805670296,119,164341.681213379,1705.23992120374
Sarah Ann Miller Park,Oak Tree Park,1983,5433 S Oak Tree Dr,Neighborhood Park,1,1,Mission Manor,COT Parks and Recreation and Transportation and Mobility,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Sarah-Ann-Miller-Park,,,1,Park Name,Sarah Ann Miller,,,0,,Potable,Contractor All Inclusive,1,Sarah Ann Miller Park,1/1/2042 12:00:00 AM,Tucson,Park Sample,,1,,61.88,Good,58.4,Average,1/1/1983 12:00:00 AM,,,,Park Sample,,,,S Oak Tree Dr,38772.95,7.42,,0,5433,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85746,B,6343,,,717a4861-cf78-4ac2-88a6-900f0bb5e571,120,323355.251251221,2395.16361176813
Stefan Gollob Park,Prudence Park,1971,395 S Prudence Rd,Neighborhood Park,2,3,Jesse Owens,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Stefan-Gollob-Park,,,1,Park Name,Stefan Gollob,,,0,,Potable and Reclaimed,Contractor Mow Only,7,Stefan Gollob Park,1/1/2030 12:00:00 AM,Tucson,Park Sample,,1,,57.29,Average,46.4,Average,1/1/1971 12:00:00 AM,,,,Park Sample,,,,S Prudence Rd,68270.34,7.51,,0,395,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85710,C,6383,,,91710299-78c9-4c63-b04c-cc4cb6b2816d,121,327029.17288208,2505.45955441353
Swan Park,,1948,1700 S Swan Rd,Neighborhood Park,6,2,Freedom,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Swan-Park,,,,,,,,0,,Potable and Reclaimed,Contractor All Inclusive,1,Swan Park,1/1/2009 12:00:00 AM,Tucson,Park Sample,,1,,33.38,Fair,25.5,Fair,1/1/1950 12:00:00 AM,,,,Park Sample,,,,S Swan Rd,40674.2,6.19,,0,1700,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,B,6383,,,9e81cc8b-8324-4882-932f-c9308510e005,122,269569.324523926,3213.62670902103
Swan Way Park,,1955,4800 E 1st St,Neighborhood Park,6,3,Fort Lowell,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Swan-Way-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Swan Way Park,1/1/2014 12:00:00 AM,Tucson,Park Sample,,1,,30.79,Fair,30.4,Fair,1/1/1955 12:00:00 AM,,,,Park Sample,,,,E 1st St,38750.8,2.25,,0,4800,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,5fb4087f-b261-40aa-b768-c1e3fa787329,123,98144.645111084,1558.53488532627
Tahoe Park,,1946,2051 E Hampton St,Neighborhood Park,6,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Tahoe-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Tahoe Park,1/1/2005 12:00:00 AM,Tucson,Park Sample,,1,,34.89,Fair,21.5,Fair,1/1/1946 12:00:00 AM,,,,Park Sample,,,,E Hampton St,28503.92,2.48,,0,2051,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85719,A,6383,,,e6323c7f-ea5f-4a20-a8a0-50669583bb6d,124,107914.490325928,1249.65414680722
Veinte de Agosto Park,Alverado Park,,105 W Congress St,Mini Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Veinte-de-Agosto-Park,,,1,Park Dedication,Manuel de Jesus Alvarado,,,0,,Potable,Contractor All Inclusive,1,Veinte de Agosto Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,W Congress St,21410.92,0.96,,0,105,,Closed,Closed,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,B,6324,,,b64b5746-24ec-4193-ab03-c96f01de022f,125,41890.2659301758,1203.28462633078
Villa Serena Park,,1959,1840 N Calle Serena,Neighborhood Park,2,3,Fort Lowell,COT Parks and Recreation and Tucson Water,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Villa-Serena-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Villa Serena Park,1/1/2018 12:00:00 AM,Tucson,Park Sample,,1,,27.76,Fair,34.4,Fair,1/1/1959 12:00:00 AM,,,,Park Sample,,,,N Calle Serena,36670.64,1.46,,0,1840,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85712,C,6383,,,3c55b88b-bd0f-41ec-9c88-bb46c345caba,126,63503.7827758789,1178.85178240774
Vista del Prado Park,,,3250 S Jessica Av,Neighborhood Park,4,3,Lincoln,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Vista-del-Prado-Park,,,,,,,,0,,Potable and Reclaimed,Contractor Mow Only,7,Vista del Prado Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,S Jessica Av,113053.89,8.61,,0,3250,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85730,C,6383,,,adce3b17-a19c-4401-8743-b040303993f2,127,375056.094055176,2609.0687861932
Vista del Rio Cultural Resource Park,,2004,7575 E Desert Arbors St,Neighborhood Park,2,3,Fort Lowell,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Vista-del-Rio-Cultural-Resource-Park,,,,,,,,0,,Potable,None,1,Vista del Rio Cultural Resource Park,1/1/2063 12:00:00 AM,Tucson,Park Sample,,1,,87.06,Excellent,79.5,Good,1/1/2004 12:00:00 AM,,,,Park Sample,,,,E Desert Arbors St,9018.46,3.81,,0,7575,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85715,C,6383,,,128838ac-74f8-4654-9dc2-80b02fcece1d,128,166086.610900879,1781.31554900146
Wilshire Heights Park,,1956,5550 E 14th St,Neighborhood Park,6,2,Freedom,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Wilshire-Heights-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Wilshire Heights Park,1/1/2015 12:00:00 AM,Tucson,Park Sample,,,,55.7,Average,31.5,Fair,1/1/1956 12:00:00 AM,,,,Park Sample,,,,E 14th St,22853.3,3.26,,0,5550,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,234bc570-4455-44bc-8753-b84bd28c7566,129,142219.41015625,1839.91165707527
Santa Rosa Park,,1937,1055 S 10th Av,Neighborhood Park,5,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Santa-Rosa-Park,,,,,,,,0,,Potable and Reclaimed,Contractor Mow Only,7,Santa Rosa Park,1/1/1996 12:00:00 AM,Tucson,Park Sample,,1,,30.49,Fair,12.4,Poor,1/1/1937 12:00:00 AM,,,,Park Sample,,,,S 10th Av,94855.24,10.06,,0,1055,,Daily,7 a.m.-10 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,B,6324,,,ec10dede-1fb3-43de-883f-2dfc32f350ce,130,438080.618865967,4721.05415987961
Sunset Park,,1911,255 W Alameda St,Mini Park,1,2,Santa Rita,COT General Fund City Hall,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Sunset-Park,,,,,,,,0,,Potable,Contractor All Inclusive,3,Sunset Park,1/1/1970 12:00:00 AM,Tucson,Park Sample,,1,,0,Failed,0,Failed,1/1/1911 12:00:00 AM,,,,Park Sample,,,,W Alameda St,17503.23,0.69,,0,255,,Daily,Sunrise-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,B,6324,,,00be1844-3afb-4e8a-931e-cbaf988b7498,131,30209.4446105957,1040.65331963161
Vista del Pueblo Park,,,1800 W San Marcos Bl,Neighborhood Park,1,1,Kennedy,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Vista-del-Pueblo-Park,,,,,,,,0,1,Potable,Contractor Mow Only,7,Vista del Pueblo Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,W San Marcos Bl,48846.72,3.72,,0,1800,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6342,,,543856e4-56b4-42e0-aee5-efde4fc942c0,132,161932.51776123,3367.02022100099
Open Space - Silverbell RP521,,,N Silvebell Rd,Open Space,PC,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Open Space - Silverbell RP521,,PIMA COUNTY,Park Sample,,1,,,,,,,,,,Park Sample,,,,N Silvebell Rd,308.01,1.09,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,--,6342,,,203b8113-4fde-4d37-b960-0d0434283d57,133,47491.2621459961,1122.48380122388
Discovery Ridge Open Space,,,E 29th and E Old Spanish Tr,Open Space,4,3,Jesse Owens,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Discovery Ridge Open Space,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,E 29th and E Old Spanish Tr,388.74,12.14,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85748,C,6383,,,2ce3a0c4-50eb-42b6-be0b-7858702e4b83,134,528757.536315918,7419.95538359627
Open Space - Silverbell-Boyer RP531-531,,1923,3839 N Silverbell Rd,Open Space,1,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Open Space - Silverbell-Boyer RP531-531,1/1/1982 12:00:00 AM,Tucson,Park Sample,,1,,0,Failed,0,Failed,1/1/1923 12:00:00 AM,,,,Park Sample,,,,N Silverbell Rd,324.09,70.39,,0,3839,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,a6a9367d-5239-486b-801e-aff541d49db0,135,3066023.90597534,11263.9728485744
Open Space - Silverbell-Hills of Gold RP521,,,N Silverbell Rd and W Lost Horizon Dr,Open Space,PC,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Open Space - Silverbell-Hills of Gold RP521,,PIMA COUNTY,Park Sample,,1,,,,,,,,,,Park Sample,,,,N SILVERBELL RD AND W LOST HORIZON DR,294.13,0.32,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,--,6342,,,7f0f9488-da1f-41ca-99d6-3191bc1f7d37,136,13771.8207092285,589.165022875281
Valle Alegre Open Space,,,N Wentworth Rd and E Redington Rd,Open Space,PC,3,Fort Lowell,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Valle Alegre Open Space,,PIMA COUNTY,Park Sample,,1,,,,,,,,,,Park Sample,,,,N WENTWORTH RD AND E REDINGTON RD,233.91,75.89,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85749,--,6383,,,43be504e-bbf5-462e-87de-3def65808783,137,3305821.24453735,14990.2142934512
Open Space - Silverbell-Goret RP5321,,1925,3075 N Silverbell Rd,Open Space,1,1,Jacobs,COT Parks and Recreation and Transportation and Mobility,COT Parks and Recreation,,,,,,,,,0,,,None,0,Open Space - Silverbell-Goret RP5321,1/1/1984 12:00:00 AM,Tucson,Park Sample,,1,,0.45,Failed,0.5,Failed,1/1/1925 12:00:00 AM,,,,Park Sample,,,,N Silverbell Rd,314.86,22.88,,0,3075,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,c7dff929-4279-42f3-a226-2f7fbf0f393f,138,996525.30078125,4944.69666707485
